,date,rmse
155,2023-01-09,0.2715012151711224
156,2023-01-10,0.37393558761614126
157,2023-01-11,0.14111330309566059
158,2023-01-12,0.08473793437368794
159,2023-01-13,0.10836126909892514
160,2023-01-17,0.2957021530306419
161,2023-01-18,0.20498488525775008
162,2023-01-19,0.33891241058602617
163,2023-01-20,0.19026401616339841
164,2023-01-23,0.3132996081401527
165,2023-01-24,0.1474848751122211
166,2023-01-25,0.11844953919993248
167,2023-01-26,0.5513213025461513
168,2023-01-27,0.08381874462727833
169,2023-01-30,0.12141847944075548
170,2023-01-31,0.26824328160644423
171,2023-02-01,0.11640041625499954
172,2023-02-02,0.14664928187333998
173,2023-02-03,0.07120107805724571
174,2023-02-06,0.1323374609325106
175,2023-02-07,0.2777980519490285
176,2023-02-08,0.1924158705233285
